algorithm,description,validation,Accuracy,Recall,Precision,Hamming,F,Cohen
auto,euclidean-uniform KNN: 2,LOU,0.5522388059701493,0.5522388059701493,0.07462686567164178,0.44776119402985076,0.07462686567164178,
auto,euclidean-uniform KNN: 3,LOU,0.5074626865671642,0.5074626865671642,0.11940298507462686,0.4925373134328358,0.11940298507462686,
auto,euclidean-uniform KNN: 4,LOU,0.5522388059701493,0.5522388059701493,0.11940298507462686,0.44776119402985076,0.11940298507462686,
auto,minkowski-distance KNN: 2,LOU,0.4626865671641791,0.4626865671641791,0.11940298507462686,0.5373134328358209,0.11940298507462686,
auto,minkowski-distance KNN: 3,LOU,0.4925373134328358,0.4925373134328358,0.11940298507462686,0.5074626865671642,0.11940298507462686,
auto,minkowski-distance KNN: 4,LOU,0.5074626865671642,0.5074626865671642,0.13432835820895522,0.4925373134328358,0.13432835820895522,
auto,euclidean-distance KNN: 2,LOU,0.4626865671641791,0.4626865671641791,0.11940298507462686,0.5373134328358209,0.11940298507462686,
auto,euclidean-distance KNN: 3,LOU,0.4925373134328358,0.4925373134328358,0.11940298507462686,0.5074626865671642,0.11940298507462686,
auto,euclidean-distance KNN: 4,LOU,0.5074626865671642,0.5074626865671642,0.13432835820895522,0.4925373134328358,0.13432835820895522,
ball_tree,minkowski-uniform KNN: 2,LOU,0.5522388059701493,0.5522388059701493,0.07462686567164178,0.44776119402985076,0.07462686567164178,
ball_tree,minkowski-uniform KNN: 3,LOU,0.5074626865671642,0.5074626865671642,0.11940298507462686,0.4925373134328358,0.11940298507462686,
ball_tree,minkowski-uniform KNN: 4,LOU,0.5522388059701493,0.5522388059701493,0.11940298507462686,0.44776119402985076,0.11940298507462686,
ball_tree,euclidean-uniform KNN: 2,LOU,0.5522388059701493,0.5522388059701493,0.07462686567164178,0.44776119402985076,0.07462686567164178,
ball_tree,euclidean-uniform KNN: 3,LOU,0.5074626865671642,0.5074626865671642,0.11940298507462686,0.4925373134328358,0.11940298507462686,
ball_tree,euclidean-uniform KNN: 4,LOU,0.5522388059701493,0.5522388059701493,0.11940298507462686,0.44776119402985076,0.11940298507462686,
ball_tree,minkowski-distance KNN: 2,LOU,0.4626865671641791,0.4626865671641791,0.11940298507462686,0.5373134328358209,0.11940298507462686,
ball_tree,minkowski-distance KNN: 3,LOU,0.4925373134328358,0.4925373134328358,0.11940298507462686,0.5074626865671642,0.11940298507462686,
